tick,frames,seconds,fps,ticks,step_ms,shell_ms,render_cpu_ms,gpu_ms,probe,process_cpu_ms,busy_frames,threaded,route_workers
600,106,1.002869,105.697,0,0.0000,711.4952,1.0533,9.2155,baseline,1614.1070,0,True,1
600,104,1.006013,103.378,0,0.0000,697.1378,0.9977,9.4343,baseline,1005.0340,0,True,1
600,107,1.000585,106.937,0,0.0000,717.2415,1.0000,9.0870,baseline,993.6550,0,True,1
600,108,1.008070,107.135,0,0.0000,723.1920,0.9891,9.0652,baseline,999.3960,0,True,1
600,108,1.008476,107.092,0,0.0000,720.9049,0.9734,9.0972,baseline,990.3170,0,True,1
600,107,1.008094,106.141,0,0.0000,725.4123,0.9919,9.0595,baseline,998.7350,0,True,1
600,107,1.007504,106.203,0,0.0000,723.5855,1.0171,9.0470,baseline,1002.0980,0,True,1
600,109,1.008699,108.060,0,0.0000,730.4648,1.0125,9.0095,baseline,1014.7940,0,True,1
600,108,1.004587,107.507,0,0.0000,725.4906,0.9864,9.0419,baseline,997.4360,0,True,1
600,108,1.006633,107.288,0,0.0000,718.1568,0.9622,9.0844,baseline,989.0190,0,True,1
600,101,2.656269,38.023,0,0.0000,2386.3462,0.9639,9.0691,baseline,2679.1280,0,True,1
600,3,1.024049,2.930,0,0.0000,346.9421,1.0620,8.7017,baseline,1143.9810,0,True,1
600,1,1.761065,0.568,0,0.0000,1753.9278,19.6190,11.1290,baseline,1941.6130,0,True,1
600,99,1.003316,98.673,0,0.0000,660.2258,0.8213,9.9546,baseline,890.8650,0,True,1
600,108,1.005939,107.362,0,0.0000,735.7681,0.8546,8.9868,baseline,993.0930,0,True,1
600,107,1.004497,106.521,0,0.0000,712.9039,0.8485,9.1533,baseline,1002.3170,0,True,1
600,108,1.002980,107.679,0,0.0000,720.6420,0.7986,9.0639,baseline,1003.7640,0,True,1
600,110,1.005728,109.374,0,0.0000,733.5314,0.7915,8.8966,baseline,980.2290,0,True,1
600,109,1.006075,108.342,0,0.0000,738.4494,0.7994,8.9067,baseline,986.2700,0,True,1
600,109,1.002180,108.763,0,0.0000,729.4704,0.8229,8.9416,baseline,983.5080,0,True,1
600,109,1.006877,108.255,0,0.0000,737.8553,0.8428,8.9327,baseline,995.0890,0,True,1
600,109,1.001174,108.872,0,0.0000,729.0895,0.8079,8.9545,baseline,979.5120,0,True,1
600,109,1.001324,108.856,0,0.0000,724.8322,0.7760,8.9523,baseline,968.1540,0,True,1
600,109,1.005444,108.410,0,0.0000,727.2549,0.8240,8.9673,baseline,983.8100,0,True,1
600,106,2.659482,39.857,0,0.0000,2392.6779,0.8473,8.9315,baseline,2683.0670,0,True,1
600,3,1.033109,2.904,0,0.0000,356.8938,0.8657,8.8877,shadows-off,1155.1050,0,True,1
600,1,1.724536,0.580,0,0.0000,1716.8128,19.4380,8.2640,shadows-off,1757.4450,0,True,1
600,116,1.000292,115.966,0,0.0000,809.5101,0.7065,6.0750,shadows-off,1485.2030,0,True,1
600,121,1.000129,120.984,0,0.0000,821.7770,0.6253,6.1367,shadows-off,1036.0880,0,True,1
600,121,1.007375,120.114,0,0.0000,829.4045,0.6284,6.1643,shadows-off,1045.2720,0,True,1
600,119,1.003866,118.542,0,0.0000,814.8587,0.6862,6.1553,shadows-off,1044.2650,0,True,1
600,116,1.001792,115.792,0,0.0000,809.9987,0.7114,6.1711,shadows-off,1039.7760,0,True,1
600,121,1.000194,120.976,0,0.0000,822.2917,0.6275,6.1291,shadows-off,1038.6120,0,True,1
600,122,1.003076,121.626,0,0.0000,823.8426,0.6157,6.0861,shadows-off,1038.0670,0,True,1
600,122,1.007750,121.062,0,0.0000,825.4080,0.6116,6.0832,shadows-off,1047.2520,0,True,1
600,122,1.002852,121.653,0,0.0000,816.8640,0.6547,6.0904,shadows-off,1039.0750,0,True,1
600,118,1.004124,117.515,0,0.0000,814.9651,0.6949,6.1116,shadows-off,1043.7850,0,True,1
600,121,1.009645,119.844,0,0.0000,834.0694,0.6107,6.1261,shadows-off,1046.3200,0,True,1
600,115,2.675380,42.985,0,0.0000,2510.0640,0.6115,6.1073,shadows-off,2753.7330,0,True,1
